task,start_time,end_time,duration,rank,max_mem,alloc_mem
LoadMicroBatch,1704638321.590198,1704638321.5904355,0.00023746490478515625,0,19404938752,19404782080
ForwardPass,1704638321.5908337,1704638322.433872,0.8430383205413818,0,21650298368,20793087488
SendActivation,1704638322.4343836,1704638322.6615367,0.22715306282043457,0,21650298368,20793087488
LoadMicroBatch,1704638322.6620774,1704638322.6624174,0.0003399848937988281,0,21650298368,20793471488
ForwardPass,1704638322.662844,1704638323.1232514,0.4604074954986572,0,23027322368,22170111488
SendActivation,1704638323.123751,1704638324.4794264,1.355675458908081,0,23027322368,22170111488
LoadMicroBatch,1704638324.4800756,1704638324.480535,0.00045943260192871094,0,23027322368,22170495488
ForwardPass,1704638324.4809656,1704638324.9425817,0.46161603927612305,0,24404346368,23548184064
RecvGrad,1704638324.9431002,1704638328.2498944,3.3067941665649414,0,24404346368,23613720064
SendActivation,1704638328.2504036,1704638328.4541416,0.20373797416687012,0,24404346368,23613720064
BackwardPass,1704638328.454689,1704638329.8912215,1.4365324974060059,0,26759047168,24398490112
LoadMicroBatch,1704638329.8919725,1704638329.892389,0.0004165172576904297,0,26759047168,24398490112
ForwardPass,1704638329.8929694,1704638330.3576021,0.4646327495574951,0,26759047168,25777227264
RecvGrad,1704638330.3581257,1704638330.5696523,0.21152663230895996,0,26759047168,25777227264
SendActivation,1704638330.5701542,1704638330.7701209,0.1999666690826416,0,26759047168,25777227264
BackwardPass,1704638330.7706208,1704638332.2027047,1.4320838451385498,0,26759047168,24399538688
RecvGrad,1704638332.2033825,1704638332.8025384,0.5991559028625488,0,26759047168,24399538688
BackwardPass,1704638332.803085,1704638334.2354834,1.4323983192443848,0,26759047168,23023947264
RecvGrad,1704638334.23621,1704638334.4375005,0.20129036903381348,0,26759047168,23023947264
BackwardPass,1704638334.437963,1704638335.8674133,1.429450273513794,0,26759047168,21645210112
ReduceTiedGrads,1704638335.8681555,1704638335.8682377,8.225440979003906e-05,0,26759047168,21645210112
ReduceGrads,1704638335.868796,1704638335.8914356,0.02263951301574707,0,26759047168,21645210112
OptimizerStep,1704638335.8921032,1704638336.0802932,0.18818998336791992,0,30268699136,21645210112
LoadMicroBatch,1704638336.601994,1704638336.6022427,0.0002486705780029297,0,30268699136,21646746624
ForwardPass,1704638336.6027277,1704638337.066946,0.4642183780670166,0,30268699136,23024435200
SendActivation,1704638337.0680072,1704638337.2663083,0.19830107688903809,0,30268699136,23024435200
LoadMicroBatch,1704638337.266846,1704638337.2671936,0.0003476142883300781,0,30268699136,23024435200
ForwardPass,1704638337.2676995,1704638337.7322407,0.4645411968231201,0,30268699136,24401075200
SendActivation,1704638337.7327201,1704638338.0127141,0.27999401092529297,0,30268699136,24401075200
